fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.65,0.769,0.14,1.78,0.074,15.1,39.6,0.9967,3.31,0.72,11.4,4
9.39,0.528,0.13,0.9,0.027,10.9,26.3,0.9979,3.21,0.59,11.42,6
5.35,0.436,0.46,2.21,0.094,24.2,66.2,0.9955,3.16,0.55,10.11,5
6.95,0.549,0.45,1.23,0.136,5.2,32.6,0.9954,3.29,0.67,9.84,5
10.66,0.65,0.69,2.01,0.095,12.5,71.1,0.9976,3.31,0.75,10.54,6
15.36,0.468,0.12,5.44,0.082,1.0,66.5,0.9994,3.3,0.62,10.24,5
10.33,0.692,0.57,4.4,0.149,22.1,72.2,0.9979,3.56,0.41,8.52,4
10.06,0.301,0.57,4.26,0.103,29.0,63.6,1.0002,3.29,0.53,12.45,8
9.19,0.741,0.23,4.82,0.126,25.5,92.0,0.9978,3.3,0.66,11.16,6
6.86,0.528,0.36,1.14,0.121,24.4,59.2,0.9977,3.43,0.79,9.9,5
9.99,0.521,0.51,9.98,0.012,24.7,45.1,0.998,3.28,0.41,8.4,5
6.43,0.405,0.26,1.38,0.083,23.2,39.7,0.9995,3.39,0.71,10.21,6
6.24,0.309,0.24,12.39,0.036,22.4,38.3,0.9991,3.12,0.7,9.77,6
6.14,0.23,0.15,1.1,0.048,23.0,52.9,0.9946,3.12,0.58,10.34,5
9.96,0.393,0.0,0.9,0.156,9.0,48.3,0.9982,3.33,0.56,8.4,5
8.2,0.636,0.28,1.81,0.069,13.8,15.5,0.9972,3.28,0.53,9.89,5
8.47,0.357,0.14,0.9,0.176,16.6,37.7,0.9963,3.19,0.68,9.96,5
8.27,0.251,0.07,2.15,0.021,12.4,46.6,0.9933,3.33,0.85,10.19,7
6.39,0.366,0.35,4.79,0.036,1.0,43.9,0.9938,3.34,0.86,10.15,6
7.16,0.461,0.0,0.9,0.123,2.9,32.4,0.996,3.2,0.47,10.46,5
7.25,0.468,0.42,4.67,0.071,18.3,53.2,0.9939,3.23,0.63,12.03,7
5.91,0.507,0.36,2.11,0.101,25.4,30.6,0.996,3.34,0.33,9.85,5
7.44,0.716,0.19,1.16,0.082,16.0,27.8,0.9981,3.16,0.68,9.43,4
6.46,0.755,0.26,6.67,0.08,44.9,73.7,0.9956,3.22,0.76,8.55,6
9.28,0.891,0.04,0.9,0.073,6.2,46.5,0.9969,3.39,0.93,9.85,5
9.42,0.238,0.41,2.42,0.095,20.6,55.2,0.9947,3.31,0.36,8.9,4
6.1,0.376,0.31,1.59,0.117,29.5,42.5,0.9973,3.24,0.48,11.43,5
7.8,0.656,0.32,2.49,0.163,27.1,52.4,0.9977,3.17,0.68,10.3,6
11.46,0.448,0.37,5.18,0.077,22.8,83.0,0.994,3.16,0.38,11.41,5
6.63,0.685,0.15,3.27,0.068,27.1,68.0,0.9953,3.29,0.69,11.97,7
9.03,0.567,0.0,0.9,0.062,16.5,43.2,0.9943,3.61,0.77,9.47,5
8.48,0.814,0.45,0.9,0.156,33.4,42.8,0.9977,3.39,0.44,10.03,5
10.16,0.718,0.4,2.75,0.119,29.4,45.1,0.997,3.11,0.68,11.82,6
8.8,0.721,0.17,2.47,0.012,7.0,37.1,0.9966,3.42,0.45,10.6,6
7.57,0.456,0.35,0.9,0.012,19.3,54.8,0.9965,3.2,0.89,10.96,6
8.41,0.512,0.51,6.44,0.048,1.0,42.3,0.9973,3.31,0.7,11.51,6
8.44,0.475,0.49,5.61,0.098,31.9,69.6,0.9974,3.22,0.55,11.36,5
8.14,0.259,0.16,0.9,0.085,18.3,40.8,0.9958,3.61,0.45,10.84,6
6.06,0.795,0.0,0.9,0.111,30.1,49.8,0.9955,3.14,0.73,11.89,5
10.41,0.664,0.02,1.06,0.079,14.8,85.7,0.9966,3.36,0.89,10.33,6
10.11,0.468,0.21,1.55,0.153,1.0,19.9,0.9963,3.21,0.53,10.96,6
6.52,0.765,0.55,1.01,0.123,43.6,47.8,1.0006,,0.59,10.21,5
7.79,0.417,0.13,0.9,0.091,17.3,18.3,0.996,3.35,0.53,11.49,5
7.92,0.199,0.16,0.9,0.141,5.4,28.3,0.9973,3.5,0.92,9.65,5
6.33,0.711,0.15,2.48,0.012,27.9,76.7,0.9976,3.42,0.34,8.6,5
5.13,0.3,0.17,3.5,0.083,37.3,55.8,0.9994,3.21,0.88,11.1,7
7.16,0.495,0.27,2.2,0.093,13.8,73.3,0.9952,3.75,0.6,9.31,5
7.69,0.567,0.03,0.9,0.115,14.9,44.7,0.9992,3.39,0.65,9.2,6
5.85,0.599,0.48,2.96,0.012,18.4,70.6,0.9964,3.23,0.6,11.75,6
8.6,0.683,0.24,0.9,,4.2,19.1,1.0015,3.34,0.7,11.43,5
10.28,0.635,0.74,10.56,0.106,8.6,23.8,0.9974,3.4,0.54,10.03,5
9.73,0.629,0.05,4.6,0.109,34.6,66.4,0.9944,3.4,0.84,8.4,4
8.08,0.388,0.57,0.9,0.143,14.5,54.2,0.9963,3.38,0.85,10.97,5
5.17,0.583,0.53,0.9,0.123,7.1,33.5,0.9992,3.45,0.49,11.11,6
9.52,0.259,0.19,1.02,0.084,11.2,47.0,0.9969,3.44,0.77,10.95,6
8.55,0.811,0.19,2.45,0.119,27.2,68.9,0.9966,3.18,0.6,10.9,6
9.02,0.278,0.09,2.98,0.078,1.0,2.6,0.9981,3.63,0.67,10.21,6
11.59,0.468,0.1,0.9,0.094,18.6,41.8,0.996,3.61,0.92,9.96,6
6.9,0.293,0.27,2.24,0.124,41.8,61.4,0.9963,3.43,0.55,9.22,5
4.6,0.399,0.27,0.9,0.085,37.2,57.8,0.9949,,0.82,9.65,6
6.51,0.532,0.0,3.71,0.104,21.9,60.1,1.0,3.32,0.74,10.74,5
9.13,0.435,0.71,1.94,0.132,29.7,49.6,0.9944,3.26,0.63,10.76,5
8.35,0.736,0.22,1.84,0.12,29.6,30.6,0.997,3.28,0.72,11.25,6
6.23,0.571,0.28,1.38,0.145,14.6,39.8,0.9976,2.98,0.7,8.9,5
5.89,0.447,0.15,4.32,0.196,25.6,34.3,0.9967,3.54,0.46,8.62,4
7.7,0.506,0.22,5.66,0.12,34.7,74.6,0.9943,3.49,0.56,9.99,5
6.18,0.75,0.2,0.9,0.065,2.6,48.7,0.9948,3.06,0.48,9.31,5
9.19,0.694,0.27,1.04,0.111,22.0,23.0,0.9977,3.44,0.61,10.6,5
7.6,0.325,0.27,0.9,0.109,19.7,34.2,0.9952,3.31,0.89,9.0,6
7.23,0.407,0.42,0.91,0.116,17.0,54.1,0.9928,3.28,0.76,11.66,7
7.01,0.615,0.31,0.9,0.157,16.1,17.9,0.9974,3.38,0.42,9.52,4
8.75,0.594,0.4,0.9,0.012,18.3,64.0,0.995,3.05,0.61,12.1,6
8.37,0.341,0.27,0.9,0.158,19.2,70.2,0.9979,3.31,0.7,10.96,7
8.64,0.665,0.31,3.22,0.174,27.6,54.4,0.9963,3.32,0.79,9.27,5
8.61,0.37,0.22,1.19,0.114,20.9,35.4,0.9962,3.32,0.55,12.64,6
8.18,0.765,0.46,2.98,0.115,14.0,15.0,0.9968,3.1,0.45,10.68,6
6.54,0.625,0.33,1.29,0.076,7.1,53.4,0.9945,3.38,0.65,10.58,5
7.06,0.326,0.24,1.43,0.087,10.9,81.0,0.9951,3.47,0.76,10.33,6
7.63,0.435,0.23,2.13,0.12,18.6,84.6,0.9962,3.37,0.7,10.9,5
11.81,0.432,0.25,0.9,0.117,8.5,34.6,0.9945,3.28,0.51,10.96,5
6.01,0.559,0.28,3.02,0.121,25.8,34.0,0.9981,3.71,0.96,9.47,6
7.59,0.493,0.26,0.9,0.116,20.4,67.2,0.9961,3.17,0.64,10.17,6
8.47,0.324,0.16,0.9,,27.9,55.4,0.9939,3.43,0.69,10.52,6
7.78,0.279,0.42,0.9,0.124,9.2,48.8,0.9956,3.35,0.55,11.02,5
10.13,0.629,0.43,2.27,0.039,7.2,43.2,0.9969,3.61,0.85,11.04,6
7.78,0.582,0.61,0.9,0.126,27.8,59.7,0.9959,3.37,0.76,10.58,6
7.9,0.549,0.16,1.95,0.174,17.3,67.8,0.9975,3.4,0.71,9.81,5
9.68,0.579,0.4,1.69,0.086,13.8,65.1,0.9978,3.39,0.46,9.76,6
11.38,0.419,0.0,1.34,0.157,23.2,42.8,1.0013,3.15,0.85,9.13,5
10.69,0.563,0.43,0.9,0.044,22.8,34.4,0.9989,3.18,0.79,11.03,6
8.07,0.987,0.0,0.9,0.086,2.7,3.7,0.9936,3.27,0.83,9.74,6
8.22,0.741,0.08,1.33,0.057,30.4,53.5,0.996,3.45,0.67,10.19,5
8.38,0.478,0.33,3.2,0.152,11.6,19.7,0.9962,3.34,0.65,10.65,5
8.55,0.436,0.15,0.9,0.164,33.8,72.1,0.9978,3.28,0.63,10.4,5
6.86,0.12,0.13,1.01,0.082,1.9,25.2,0.9949,3.52,1.05,10.39,6
9.89,0.722,0.18,1.34,0.142,19.2,44.7,0.9957,3.01,0.57,9.43,5
8.65,0.672,0.41,1.43,0.165,14.0,60.2,0.9943,3.12,0.46,10.69,4
8.22,0.432,0.09,0.9,0.085,1.0,38.9,0.9956,2.94,0.6,10.07,6
6.14,0.272,0.26,1.42,0.093,22.8,50.5,0.9956,3.49,0.57,10.31,6
8.41,0.322,0.2,4.93,0.121,1.0,64.7,0.9961,3.3,0.87,11.64,7
5.08,0.61,0.43,0.9,0.047,12.8,57.6,0.9944,3.45,0.43,10.94,7
7.31,0.514,0.43,1.95,0.092,27.5,49.2,0.9986,3.29,0.56,9.79,5
7.34,0.654,0.0,4.81,0.188,10.3,32.9,0.9976,3.46,0.69,10.24,5
8.79,0.546,0.47,8.45,0.063,6.4,52.2,0.9939,3.29,0.88,12.11,6
11.5,0.704,0.15,2.64,0.127,24.3,58.4,0.9967,3.37,0.78,10.07,5
9.27,0.597,0.31,1.32,0.112,13.3,20.9,0.9937,3.35,0.94,10.44,6
10.76,0.679,0.09,0.9,0.079,11.6,59.5,0.9993,3.36,0.72,11.11,5
9.4,0.154,0.34,0.9,0.097,29.3,84.4,0.9998,3.56,0.63,10.63,6
10.21,0.308,0.75,0.9,0.169,3.6,57.3,0.9966,3.07,0.81,10.0,5
11.46,0.464,0.29,1.14,0.113,11.1,71.9,0.9951,3.3,0.43,9.6,4
7.06,0.724,0.18,6.68,0.12,25.0,96.4,0.9954,3.34,0.37,10.39,5
6.94,0.868,0.23,1.68,0.162,3.0,67.6,0.9958,3.32,0.83,11.1,5
9.44,0.5,0.0,2.01,0.073,34.5,71.4,0.9965,3.25,0.7,11.81,7
8.29,0.42,0.55,2.3,0.038,13.6,39.5,0.9993,3.23,0.82,8.83,5
8.67,0.178,0.33,0.9,0.17,25.1,26.1,0.9985,3.54,0.52,12.29,6
7.88,0.685,0.07,0.9,0.093,25.1,55.3,0.9985,3.3,0.88,10.09,5
7.29,0.431,0.08,0.9,0.129,14.3,54.7,0.997,3.68,0.77,11.39,6
11.06,1.063,0.27,5.88,0.051,10.9,41.7,0.9945,3.39,0.65,9.61,5
6.43,0.397,0.45,0.9,0.105,15.4,16.4,0.9952,3.27,0.7,8.68,6
9.47,0.909,0.05,0.9,0.035,23.4,47.7,0.9968,3.39,0.72,9.0,5
9.19,0.665,0.48,0.94,0.09,5.5,48.4,0.9944,3.33,0.51,10.05,5
5.62,0.345,0.25,2.64,0.057,3.3,12.7,0.9973,3.51,0.59,10.96,7
6.89,0.572,0.09,2.06,0.046,31.5,64.8,0.9982,3.13,0.72,10.43,6
7.17,0.669,0.18,2.63,0.073,8.2,46.8,0.9977,3.04,0.59,10.13,6
9.26,0.489,0.6,2.51,0.012,19.6,72.0,0.9977,3.36,,11.6,6
7.68,0.681,0.01,2.5,0.032,13.8,78.0,0.9932,3.44,0.71,10.4,6
8.15,0.677,0.13,0.9,0.124,14.2,36.7,0.9992,3.35,0.8,10.7,5
5.82,0.637,0.45,9.62,0.103,30.9,64.6,0.9937,3.41,0.84,13.73,6
12.25,0.527,0.31,3.38,0.037,15.0,49.3,0.9964,3.39,0.75,10.39,7
8.42,0.319,0.12,0.9,0.113,12.2,55.1,0.9979,3.09,0.8,9.66,5
9.15,0.516,0.45,3.73,0.046,13.1,53.8,0.9974,3.35,0.83,10.91,6
7.38,0.562,0.46,5.8,0.121,10.6,69.1,0.9943,3.51,0.67,11.19,5
7.19,0.192,0.33,6.57,0.082,8.9,9.9,0.9946,3.34,0.33,10.72,5
11.55,0.56,0.15,5.07,0.072,10.7,49.0,0.9972,3.11,0.86,10.57,5
5.04,0.513,0.18,1.61,0.083,33.4,73.1,0.9977,3.26,0.51,11.99,6
8.77,0.297,0.32,0.9,0.207,23.4,48.7,0.9946,3.39,0.47,11.85,6
6.24,0.47,0.02,0.9,0.051,12.3,13.3,0.9974,3.58,0.47,10.27,6
7.61,0.474,0.52,7.11,0.098,26.2,55.0,0.9938,3.02,1.08,9.71,5
7.22,0.877,0.59,4.84,0.124,1.0,16.8,0.9979,3.36,0.73,10.86,5
6.62,0.57,0.23,1.5,0.042,30.3,93.9,0.995,3.17,0.48,9.71,6
8.36,0.716,0.34,1.26,0.012,29.5,67.0,0.9969,3.39,0.54,11.35,7
4.6,0.509,0.5,1.2,0.059,39.4,53.5,0.9965,3.4,0.66,10.85,6
7.76,0.193,0.64,2.41,0.123,26.5,27.5,0.9989,3.28,0.75,13.26,6
8.15,0.651,0.57,6.85,0.071,20.5,62.3,0.9972,3.4,0.71,11.98,7
5.99,0.412,0.0,0.9,0.076,29.5,73.4,0.9956,3.48,0.5,9.25,6
10.87,0.47,0.21,3.25,0.13,9.3,35.0,0.9974,3.29,0.71,9.84,5
7.29,0.34,0.37,1.99,0.049,11.7,53.8,1.0008,3.11,0.56,8.4,6
7.9,0.543,0.18,1.94,0.083,15.2,38.3,0.9981,3.52,0.84,8.4,5
7.29,0.722,0.61,6.52,0.016,30.3,81.6,0.9966,3.43,0.67,10.52,6
8.16,0.698,0.58,5.34,0.102,6.9,56.8,0.9951,3.39,0.53,9.12,5
10.52,0.816,0.11,3.02,0.098,5.8,6.8,0.9955,3.21,0.78,12.16,6
12.5,0.841,0.24,1.23,0.124,18.4,20.5,0.998,3.46,0.73,11.64,6
9.57,0.162,0.13,1.92,0.033,23.4,94.1,0.995,3.62,0.58,10.11,7
10.15,0.315,0.23,0.9,0.078,8.5,57.2,0.9967,3.29,0.78,10.05,5
11.22,0.205,0.23,2.88,0.027,22.9,27.7,0.9994,3.32,0.77,11.99,6
8.72,0.644,0.45,5.42,0.075,30.3,31.3,0.997,3.15,0.86,12.23,6
10.97,0.405,0.1,1.44,0.157,28.5,62.7,0.9946,3.2,0.78,9.4,6
9.65,0.442,0.0,4.22,0.072,19.6,26.8,1.0008,3.15,0.62,9.26,4
8.54,0.491,0.0,0.9,0.023,14.9,38.6,1.0,3.33,0.37,10.08,5
8.9,0.599,0.07,3.07,0.055,34.1,63.2,0.9977,3.26,0.69,10.86,5
5.2,0.263,0.15,0.9,0.012,16.1,44.3,0.9991,3.37,0.72,9.85,5
8.8,0.303,0.31,0.9,0.026,25.8,78.3,0.9962,3.18,0.67,10.88,7
5.68,0.53,0.06,1.07,0.119,36.5,103.2,0.9981,3.28,0.33,12.49,6
5.54,0.746,0.04,1.71,0.019,24.7,45.1,0.9959,3.17,0.78,8.9,4
8.63,0.525,0.09,1.63,0.102,5.4,12.8,0.9941,3.34,0.5,9.92,5
6.41,0.388,0.06,6.35,0.088,2.9,40.7,1.0016,3.07,0.78,8.92,6
8.29,0.143,0.16,1.47,0.062,12.8,75.4,0.994,3.33,0.95,9.5,5
8.54,0.701,0.16,0.9,0.098,23.3,45.3,0.9973,3.27,0.62,10.08,6
8.61,0.398,0.4,0.9,0.043,20.6,67.6,0.9972,3.34,0.73,9.62,6
6.76,0.323,0.08,2.02,0.127,39.1,52.3,0.9977,3.06,0.67,10.96,6
9.83,0.221,0.2,2.37,0.054,20.5,50.9,0.9965,3.41,0.75,10.56,7
8.15,0.271,0.17,0.9,0.069,12.5,19.2,0.9965,3.27,0.68,10.72,6
9.05,0.357,0.42,2.0,0.063,4.0,34.2,0.997,3.34,0.57,10.07,6
6.27,0.487,0.24,1.15,0.119,28.3,56.0,0.9976,3.03,0.51,10.17,6
8.0,0.312,0.47,0.9,0.113,15.8,58.0,0.9967,3.12,0.93,10.02,6
10.17,0.563,0.05,2.66,0.012,1.0,66.6,0.9966,3.25,0.73,10.13,5
9.95,0.486,0.26,1.21,0.099,16.1,38.4,0.9942,3.52,0.8,10.85,5
6.94,0.93,0.16,2.66,0.012,5.4,6.4,1.0005,3.39,0.73,8.4,4
7.37,0.223,0.04,6.89,0.071,11.4,37.4,0.9977,3.33,0.83,10.71,6
6.62,0.559,0.26,0.9,0.082,16.0,52.0,0.9971,3.17,0.51,9.47,5
7.18,0.561,0.6,0.9,0.07,6.4,40.4,0.9955,3.14,0.67,10.04,6
5.92,0.344,0.11,5.88,0.111,10.8,37.6,0.9948,3.35,0.75,8.73,5
8.07,0.547,0.25,2.49,0.121,8.1,67.8,0.9983,3.42,0.88,10.02,6
9.38,0.669,0.02,0.9,0.051,8.4,41.1,0.9964,3.34,1.11,10.7,6
6.97,0.547,0.0,0.9,0.049,5.3,33.2,0.9979,3.57,0.73,10.89,6
8.15,0.779,0.12,2.62,0.085,10.8,25.3,0.9941,3.21,0.55,9.13,5
7.93,0.138,0.18,0.9,0.014,6.5,7.5,0.9996,3.34,0.46,10.84,7
10.09,0.378,0.19,1.3,0.065,22.1,58.6,0.9984,3.06,0.51,11.62,6
7.26,0.796,0.23,1.34,0.15,18.0,52.9,0.9965,3.34,0.53,9.87,5
7.32,0.694,0.0,7.8,0.016,28.4,37.3,0.9976,3.53,,10.4,5
6.86,0.627,0.15,1.17,0.071,35.7,64.8,0.9981,3.15,0.55,8.4,5
6.37,0.752,0.37,2.21,0.059,23.0,50.1,0.9942,3.44,0.78,9.44,5
9.2,0.185,0.01,2.77,0.181,20.6,38.1,0.9999,3.53,0.67,10.69,6
8.07,0.673,0.2,4.0,0.062,23.7,37.8,0.9976,3.21,0.62,11.42,6
8.39,0.722,0.33,1.1,0.064,20.8,58.9,0.9954,3.38,0.38,9.76,6
10.47,0.411,0.12,0.9,0.039,16.4,41.9,0.9946,3.55,0.84,13.26,7
10.56,1.003,0.33,0.9,0.087,15.6,33.8,0.9986,3.34,0.75,10.74,5
5.5,0.565,0.0,6.98,0.1,5.2,17.9,0.9971,3.43,0.66,9.04,5
9.4,0.135,0.44,0.9,0.045,24.7,52.1,0.9976,3.04,0.33,11.78,6
8.68,0.599,0.34,3.85,0.133,15.6,64.1,0.9968,3.4,0.58,9.06,5
7.52,0.4,0.28,0.9,0.1,31.1,65.3,0.9948,3.39,0.73,10.75,6
8.86,0.74,0.48,10.19,0.127,25.5,50.8,0.9977,3.11,0.66,9.41,4
5.37,0.629,0.21,1.98,0.072,9.3,45.5,0.9963,3.17,0.69,8.95,4
10.79,0.422,0.15,2.95,0.098,29.0,86.3,0.9967,3.4,0.78,11.43,6
9.18,0.8,0.53,0.9,0.077,1.0,40.8,1.0012,3.26,0.69,10.12,5
6.83,0.699,0.62,8.04,0.156,36.2,71.4,0.9984,3.48,0.77,12.25,5
7.3,0.381,0.14,0.9,0.092,1.8,44.6,0.9985,3.36,0.52,9.31,5
5.4,0.503,0.25,0.9,0.087,21.1,47.9,1.0019,3.32,0.45,8.73,5
7.77,0.623,0.47,8.04,0.065,20.4,54.1,0.9974,3.28,0.74,9.89,6
7.48,0.464,0.26,0.9,0.063,27.7,47.9,0.9969,3.35,0.78,13.49,7
6.05,0.47,0.38,0.9,0.098,12.4,13.4,0.9954,3.43,0.75,11.29,6
9.62,0.537,0.42,0.9,0.126,1.0,37.9,0.9958,3.39,0.68,10.99,5
10.47,0.338,0.16,1.66,0.055,12.5,49.4,0.9928,3.25,0.6,11.03,6
8.25,0.128,0.35,1.77,0.093,13.6,37.8,0.9982,3.5,0.7,9.88,6
7.78,0.573,0.27,7.1,0.096,1.0,51.7,0.9943,3.41,0.72,13.32,7
9.04,0.172,0.04,0.9,0.104,16.4,31.9,0.9984,3.37,0.73,10.89,6
8.27,0.351,0.08,6.39,0.012,4.6,5.6,0.9966,3.32,1.1,10.79,7
6.46,0.211,0.15,2.03,0.044,22.7,38.8,0.9969,3.39,0.5,11.45,6
7.19,0.233,0.45,0.9,0.023,13.3,14.3,0.9966,3.04,1.21,9.04,6
7.8,0.607,0.45,8.3,0.089,36.5,73.3,0.9993,3.35,0.45,9.46,5
8.72,0.49,0.41,5.64,0.045,13.2,28.2,0.999,3.56,0.73,10.14,6
8.32,0.483,0.35,0.91,0.064,20.4,70.1,0.9966,3.34,0.46,11.46,7
8.66,0.293,0.35,0.9,0.031,13.7,62.9,0.995,,0.71,9.01,5
5.71,0.412,0.32,1.63,0.068,1.0,12.5,0.9985,3.22,0.83,10.33,6
9.43,0.598,0.35,1.77,0.034,13.8,27.6,0.9948,3.38,0.67,10.18,5
8.31,0.521,0.36,2.87,0.123,23.8,64.5,0.9937,3.28,0.83,8.72,5
12.64,0.678,0.0,0.9,0.11,22.2,71.8,0.9976,3.51,,9.86,6
7.64,0.704,0.12,0.9,0.094,12.8,13.8,0.999,3.18,0.33,10.98,5
8.85,0.485,0.07,3.68,0.073,1.0,36.6,0.9959,3.24,0.77,8.81,7
13.11,0.197,0.48,9.29,0.012,22.7,23.7,0.9975,3.22,0.67,11.91,6
8.63,0.394,0.58,1.31,0.065,20.3,39.3,0.9959,3.59,0.58,10.9,6
8.19,0.512,0.0,6.24,0.051,24.8,76.6,0.9981,3.28,0.59,10.77,6
6.62,0.39,0.57,0.9,0.099,13.0,103.2,0.9988,3.23,0.73,10.41,6
10.9,0.34,0.29,2.34,0.116,1.0,26.2,0.9962,3.0,0.52,9.23,5
6.33,0.543,0.46,0.9,0.102,21.5,26.6,0.9947,3.17,0.72,9.7,6
9.03,0.967,0.37,5.06,0.146,15.8,35.5,0.9939,3.39,0.86,10.79,5
7.49,0.442,0.54,3.83,0.06,30.5,61.8,0.9985,3.39,1.01,9.7,5
7.98,0.529,0.31,1.0,0.058,16.2,32.8,0.9945,3.21,0.9,10.6,5
5.88,0.294,0.01,1.01,0.136,15.4,26.9,0.9974,3.22,0.69,9.44,6
10.58,0.754,0.25,2.94,0.095,20.3,41.7,0.9982,3.59,0.7,10.88,6
7.83,0.687,0.37,0.9,0.075,9.6,47.5,0.9957,3.71,0.59,10.96,5
6.23,0.675,0.23,1.19,0.174,9.1,35.7,0.9964,3.48,0.58,8.66,5
10.43,0.775,0.39,6.85,0.114,14.9,27.2,0.9986,3.54,0.81,10.47,4
7.44,0.453,0.26,8.04,0.078,6.2,22.8,0.9952,3.58,0.61,8.77,5
8.87,0.476,0.16,2.93,0.055,13.5,35.2,0.995,3.64,0.72,8.41,4
9.73,0.838,0.06,2.83,0.149,36.3,46.3,0.9963,3.26,0.5,9.76,5
9.11,0.644,0.2,1.28,0.097,26.8,42.7,0.9991,3.18,0.89,13.39,7
4.6,0.131,0.31,2.85,0.088,19.1,62.0,0.9998,3.59,0.61,11.23,7
9.48,0.612,0.0,0.9,0.119,32.2,57.6,0.9965,3.17,0.84,11.89,6
8.13,0.425,0.12,0.9,0.128,7.2,8.2,0.9953,3.16,0.54,11.05,6
7.74,0.692,0.0,10.45,0.113,42.0,92.5,0.9987,3.16,0.53,10.62,5
8.11,0.603,0.15,0.9,0.129,11.1,49.4,0.9935,3.29,0.89,11.36,5
5.56,0.217,0.5,1.38,0.108,36.9,39.3,0.9972,3.01,0.55,9.72,6
8.63,0.578,0.04,2.34,0.113,36.9,59.6,0.9966,3.1,0.39,10.9,6
5.98,0.568,0.4,1.33,0.053,1.0,15.2,0.9992,3.22,0.48,11.66,6
7.81,0.595,0.81,0.9,0.172,31.3,74.8,0.9994,3.13,0.81,11.15,6
8.57,0.634,0.55,2.07,0.029,12.9,35.5,0.9949,3.47,0.79,11.73,6
10.13,0.799,0.3,10.43,0.102,9.9,38.5,0.997,3.31,0.53,10.6,6
6.91,0.605,0.43,1.94,0.024,21.4,47.6,0.9956,3.4,0.55,12.21,6
10.77,0.534,0.01,3.0,0.082,5.3,6.3,0.9961,3.38,0.77,10.18,6
9.91,0.737,0.0,0.9,0.06,21.2,79.3,0.9979,3.28,0.88,12.67,7
7.57,0.934,0.28,2.32,0.093,6.0,49.3,0.9961,3.46,0.65,11.01,6
6.42,0.695,0.35,11.56,0.103,17.8,32.8,0.9971,3.38,0.75,9.99,5
5.85,0.567,0.48,9.99,0.042,29.9,63.8,0.9985,3.26,0.81,9.14,6
8.76,0.608,0.16,1.84,0.086,20.0,69.4,0.9996,3.06,1.03,9.54,6
7.05,0.576,0.31,2.41,0.153,12.1,43.2,0.9972,3.39,0.46,9.37,5
10.34,0.533,0.3,2.04,0.025,21.6,82.7,0.9969,3.12,0.55,10.31,6
7.14,0.92,0.25,1.64,0.047,1.1,89.5,0.9946,3.37,0.57,9.04,5
6.77,0.395,0.26,0.9,0.127,7.1,34.6,0.9997,3.32,0.8,11.78,6
8.7,0.738,0.11,0.9,0.091,11.4,29.7,0.9976,3.11,0.62,10.52,6
7.13,0.507,0.32,6.77,0.094,24.2,34.4,0.997,3.35,0.71,10.48,5
8.31,0.264,0.31,3.0,0.135,20.2,21.2,0.9969,3.34,0.68,9.15,6
9.98,0.496,0.19,0.9,,21.5,76.5,0.9974,3.34,0.66,9.58,6
8.5,0.432,0.4,1.99,0.063,15.6,38.5,0.9982,3.33,0.68,8.4,5
8.51,0.634,0.47,0.97,0.057,7.6,55.1,0.9984,3.21,0.84,12.13,6
8.65,0.546,0.4,2.79,0.071,31.5,83.1,0.9998,3.4,,8.88,5
5.42,0.346,0.07,3.84,0.15,8.6,17.0,0.9972,3.21,0.63,8.96,5
8.97,0.795,0.29,3.2,0.012,20.3,31.7,1.0,3.15,0.45,11.91,6
8.57,0.726,0.1,0.97,0.031,14.7,79.6,0.9987,3.41,0.7,10.81,5
9.82,0.815,0.29,3.36,0.023,21.8,50.4,0.9966,3.45,0.63,10.53,6
9.33,0.573,0.1,9.32,0.153,9.5,26.3,0.9935,3.4,0.84,10.76,6
7.96,0.524,0.51,8.54,0.058,27.0,36.0,0.9969,3.28,0.66,11.42,7
10.06,0.657,0.42,0.9,0.072,30.4,57.5,0.9997,3.02,0.58,10.51,5
7.8,0.426,0.49,4.31,0.012,26.3,86.5,0.9952,3.53,0.62,8.75,5
8.72,0.553,0.47,1.91,0.075,17.6,61.3,0.9969,3.02,0.95,11.18,6
7.77,0.498,0.22,0.9,0.128,11.3,45.0,0.997,3.4,0.39,10.85,6
9.08,0.267,0.19,2.38,0.099,45.5,107.3,0.9985,3.63,0.55,11.65,6
7.66,0.553,0.6,2.79,0.082,5.5,63.4,0.996,3.33,0.67,9.06,5
11.1,0.451,0.24,2.05,0.013,25.2,61.8,0.995,3.35,0.55,9.62,6
11.73,0.486,0.01,5.44,0.072,19.4,104.9,0.9978,3.37,0.74,10.82,6
9.79,0.595,0.46,0.9,0.094,15.2,40.3,0.9953,3.34,0.65,9.39,6
10.92,0.759,0.3,1.31,0.04,17.8,69.8,0.9932,3.66,0.7,8.4,5
5.68,0.377,0.56,0.96,0.118,10.5,32.7,1.0002,3.18,0.68,10.61,6
5.88,0.469,0.32,0.9,0.129,20.4,68.4,0.9985,3.16,0.64,11.36,6
7.75,0.392,0.27,0.9,0.062,19.2,44.3,1.0003,3.26,0.44,10.26,6
8.37,0.381,0.56,0.9,0.121,44.0,83.2,0.9984,3.57,0.69,10.99,5
7.96,0.423,0.0,6.48,0.082,27.1,104.9,0.998,3.22,0.36,10.83,6
